Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Status,Synchronized to Transmission Grid,Operating Month,Operating Year,Planned Retirement Month,Planned Retirement Year,Associated with Combined Heat and Power System,Sector Name,Sector,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Solid Fuel Gasification System?,Carbon Capture Technology?,Turbines or Hydrokinetic Buoys,Time from Cold Shutdown to Full Load,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Planned Net Summer Capacity Uprate (MW),Planned Net Winter Capacity Uprate (MW),Planned Uprate Month,Planned Uprate Year,Planned Net Summer Capacity Derate (MW),Planned Net Winter Capacity Derate (MW),Planned Derate Month,Planned Derate Year,Planned New Prime Mover,Planned Energy Source 1,Planned New Nameplate Capacity (MW),Planned Repower Month,Planned Repower Year,Other Planned Modifications?,Other Modifications Month,Other Modifications Year,Multiple Fuels?,Cofire Fuels?,Switch Between Oil and Natural Gas?
59222,Qualcomm Incorporated,59456.0,P Plant,CA,San Diego,P-TG4,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,4.6,0.8,4,4,3.8,N, , ,OP,X,3.0,2007.0, , ,Y,Commercial CHP,5.0,T,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
59222,Qualcomm Incorporated,59457.0,Q Plant,CA,San Diego,Q-TG1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,4.6,0.8,4,4,3.8,N, , ,SB,Y,7.0,2013.0, , ,Y,Commercial CHP,5.0,T,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
59222,Qualcomm Incorporated,59458.0,W Plant,CA,San Diego,W-TG1,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,4.6,0.8,4,4,3.8,N, , ,OP,X,7.0,2005.0, , ,Y,Commercial CHP,5.0,T,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
59223,"BFI Waste Systems of GA, LLC",59459.0,Hickory Ridge Landfill Solar Project,GA,DeKalb,5088,Solar Photovoltaic,PV,,S,X,X,,,0.6, ,0.6,0.6, ,N, , ,OP,X,9.0,2011.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,N, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
17650,Southern Power Co,59460.0,"Kay Wind, LLC",OK,Kay,KNG1,Onshore Wind Turbine,WT,,W,X,X,,,299.0, ,299,299,2.3,N, , ,OP,X,12.0,2015.0, , ,N,IPP Non-CHP,2.0,X,WND,,,,,,,,,,,,130,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
59228,"Bowerman Power LFG, LLC",59461.0,"Bowerman Power LFG, LLC",CA,Orange,GEN01,Landfill Gas,IC,,S,X,X,,,3.4,0.8,3.4,3.4,0.5,N, , ,OP,X,4.0,2016.0, , ,N,IPP Non-CHP,2.0,X,LFG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
59228,"Bowerman Power LFG, LLC",59461.0,"Bowerman Power LFG, LLC",CA,Orange,GEN02,Landfill Gas,IC,,S,X,X,,,3.4,0.8,3.4,3.4,0.5,N, , ,OP,X,4.0,2016.0, , ,N,IPP Non-CHP,2.0,X,LFG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
59228,"Bowerman Power LFG, LLC",59461.0,"Bowerman Power LFG, LLC",CA,Orange,GEN03,Landfill Gas,IC,,S,X,X,,,3.4,0.8,3.4,3.4,0.5,N, , ,OP,X,4.0,2016.0, , ,N,IPP Non-CHP,2.0,X,LFG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
59228,"Bowerman Power LFG, LLC",59461.0,"Bowerman Power LFG, LLC",CA,Orange,GEN04,Landfill Gas,IC,,S,X,X,,,3.4,0.8,3.4,3.4,0.5,N, , ,OP,X,4.0,2016.0, , ,N,IPP Non-CHP,2.0,X,LFG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
59228,"Bowerman Power LFG, LLC",59461.0,"Bowerman Power LFG, LLC",CA,Orange,GEN05,Landfill Gas,IC,,S,X,X,,,3.4,0.8,3.4,3.4,0.5,N, , ,OP,X,4.0,2016.0, , ,N,IPP Non-CHP,2.0,X,LFG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
59228,"Bowerman Power LFG, LLC",59461.0,"Bowerman Power LFG, LLC",CA,Orange,GEN06,Landfill Gas,IC,,S,X,X,,,3.4,0.8,3.4,3.4,0.5,N, , ,OP,X,4.0,2016.0, , ,N,IPP Non-CHP,2.0,X,LFG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
59228,"Bowerman Power LFG, LLC",59461.0,"Bowerman Power LFG, LLC",CA,Orange,GEN07,Landfill Gas,IC,,S,X,X,,,3.4,0.8,3.4,3.4,0.5,N, , ,OP,X,4.0,2016.0, , ,N,IPP Non-CHP,2.0,X,LFG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
59229,Denver Int'l Airport IV Solar,59462.0,Denver Intl Airport IV Solar,CO,Denver,DIA4,Solar Photovoltaic,PV,,W,X,X,,,1.5, ,1.5,0.6, ,N, , ,OP,X,7.0,2014.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
60281,"Altus Power America Management, LLC",59463.0,Ayers Village Solar,MA,Essex,1,Solar Photovoltaic,PV,,S,X,X,,,2.0, ,2,2, ,N, , ,OP,X,6.0,2014.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,N, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
60281,"Altus Power America Management, LLC",59464.0,Monson Solar,MA,Hampden,2,Solar Photovoltaic,PV,,S,X,X,,,3.0, ,3,3, ,N, , ,OP,X,7.0,2014.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,N, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
60281,"Altus Power America Management, LLC",59465.0,Sullivan Solar,MA,Bristol,1,Solar Photovoltaic,PV,,S,X,X,,,1.5, ,1.5,1.5, ,N, , ,OP,X,8.0,2014.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,N, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
60281,"Altus Power America Management, LLC",59466.0,Winchendon Solar,MA,Worcester,3,Solar Photovoltaic,PV,,S,X,X,,,1.9, ,1.9,1.9, ,N, , ,OP,X,4.0,2014.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,N, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
3915,Coldwater Board of Public Util,59467.0,Coldwater Peaking Plant,MI,Branch,GEN1,Natural Gas Internal Combustion Engine,IC,,S,X,X,CONS.MSCP,CONS.MSCP,4.3,1,4.3,4.3,4.3,N, , ,OP,X,7.0,2015.0, , ,N,Electric Utility,1.0,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
3915,Coldwater Board of Public Util,59467.0,Coldwater Peaking Plant,MI,Branch,GEN2,Natural Gas Internal Combustion Engine,IC,,S,X,X,CONS.MSCP,CONS.MSCP,4.3,1,4.3,4.3,4.3,N, , ,OP,X,7.0,2015.0, , ,N,Electric Utility,1.0,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
3915,Coldwater Board of Public Util,59467.0,Coldwater Peaking Plant,MI,Branch,GEN3,Natural Gas Internal Combustion Engine,IC,,S,X,X,CONS.MSCP,CONS.MSCP,4.3,1,4.3,4.3,4.3,N, , ,OP,X,7.0,2015.0, , ,N,Electric Utility,1.0,X,NG,,,,,,,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,N,N,N
59232,Kearsarge Solar LLC,59468.0,KS Solar Six LLC,MA,Worcester,HUBB,Solar Photovoltaic,PV,,J,X,X,,,2.0, ,2,2, ,N, , ,OP,X,12.0,2013.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
60453,Onward Energy,59469.0,Alamo Solar,CA,San Bernardino,ALAMO,Solar Photovoltaic,PV,,S,X,X,,,20.0, ,20,20, ,N, , ,OP,X,5.0,2015.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
59237,"Ulysses Solar, LLC",59470.0,Cornell Snyder Road Solar Array,NY,Tompkins,CSR1,Solar Photovoltaic,PV,,S,X,X,,,1.8, ,1.8,1.4, ,N, , ,OP,X,11.0,2014.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
17166,Sierra Pacific Power Co,59472.0,Ft. Churchill PV,NV,Lyon,NVC7,Solar Photovoltaic,PV,,S,X,X,,,19.9, ,19.5,19.5, ,N, , ,OP,X,5.0,2015.0, , ,N,Commercial Non-CHP,4.0,X,SUN,,,,,,,,,,N,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
57369,"Apple, Inc",59473.0,Apple Campus 2 PV,CA,Santa Clara,AC2PV,Solar Photovoltaic,PV,,S,X,X,,,14.4, ,12.4,9.5, ,N, , ,OP,X,6.0,2017.0, , ,N,Industrial Non-CHP,6.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
57369,"Apple, Inc",59474.0,Apple Data Center PV3,NC,Catawba,DCPV3,Solar Photovoltaic,PV,,S,X,X,,,17.5, ,17.5,14.4, ,N, , ,OP,X,12.0,2015.0, , ,N,Commercial Non-CHP,4.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
59238,Palo Duro Wind,59475.0,Palo Duro Wind,TX,Ochiltree,GE1.7,Onshore Wind Turbine,WT,,S,X,X,,,249.9, ,249.9,249.9,0,N, , ,OP,X,12.0,2014.0, , ,N,IPP Non-CHP,2.0,X,WND,,,,,,,,,,,,147,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
59240,"Clarendon Solar Farm, LLC",59476.0,Clarendon Solar Farm,VT,Rutland,VT001,Solar Photovoltaic,PV,,S,X,X,,,2.0, ,2,2, ,N, , ,OP,X,7.0,2014.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,N,0,10M,,,,,,,, , , , , , , , ,,, , , ,N, , ,N,,
59241,Claire Solar Partners LLC,59477.0,Claire Solar Farm,VT,Chittenden,CSF1,Solar Photovoltaic,PV,,S,X,X,,,2.2, ,2.1,1.3, ,N, , ,OP,X,7.0,2014.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
9234,Indiana Municipal Power Agency,59478.0,IMPA Richmond Solar Park,IN,Wayne,SRICH,Solar Photovoltaic,PV,,S,X,X,,,1.0, ,1,0.8, ,N, , ,OP,X,9.0,2014.0, , ,N,Electric Utility,1.0,X,SUN,,,,,,,,,,N,N, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
9234,Indiana Municipal Power Agency,59479.0,IMPA Frankton Solar Park,IN,Madison,SFRAN,Solar Photovoltaic,PV,,S,X,X,,,1.0, ,1,0.8, ,N, , ,OP,X,7.0,2014.0, , ,N,Electric Utility,1.0,X,SUN,,,,,,,,,,N,N, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
9234,Indiana Municipal Power Agency,59480.0,IMPA Rensselaer Solar Park,IN,Jasper,SRENS,Solar Photovoltaic,PV,,S,X,X,,,1.0, ,1,0.8, ,N, , ,OP,X,5.0,2014.0, , ,N,Electric Utility,1.0,X,SUN,,,,,,,,,,N,N, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
9234,Indiana Municipal Power Agency,59481.0,IMPA Peru Solar Park,IN,Miami,SPERU,Solar Photovoltaic,PV,,S,X,X,,,3.0, ,3,2.4, ,N, , ,OP,X,8.0,2015.0, , ,N,Electric Utility,1.0,X,SUN,,,,,,,,,,N,N, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
9234,Indiana Municipal Power Agency,59482.0,IMPA Tell City Solar Park,IN,Perry,STELL,Solar Photovoltaic,PV,,S,X,X,,,1.1, ,1.1,0.9, ,N, , ,OP,X,7.0,2015.0, , ,N,Electric Utility,1.0,X,SUN,,,,,,,,,,N,N, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
9234,Indiana Municipal Power Agency,59483.0,IMPA Crawfordsville Solar Park,IN,Montgomery,SCRAW,Solar Photovoltaic,PV,,S,X,X,,,3.0, ,3,2.4, ,N, , ,OP,X,9.0,2015.0, , ,N,Electric Utility,1.0,X,SUN,,,,,,,,,,N,N, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
59254,NuGen Capital Management,59484.0,"Hadley Solar NG, LLC",MA,Hampshire,PV1,Solar Photovoltaic,PV,,S,X,X,,,2.7, ,2,1, ,N, , ,OP,X,7.0,2014.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
59254,NuGen Capital Management,59485.0,"265 Pleasant Solar NG, LLC",MA,Worcester,PV2,Solar Photovoltaic,PV,,S,X,X,,,1.0, ,0.9,0.3, ,N, , ,OP,X,7.0,2014.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
61060,Cypress Creek Renewables,59486.0,Lanier Solar,NC,Duplin,LANIE,Solar Photovoltaic,PV,,S,X,X,,,4.9, ,4.9,4.9, ,N, , ,OP,X,9.0,2016.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
61060,Cypress Creek Renewables,59487.0,Highwater Solar I,NC,Wayne,HIGHW,Solar Photovoltaic,PV,,S,X,X,,,4.9, ,4.9,4.9, ,N, , ,OP,X,12.0,2015.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
59247,"Bearford Solar II, LLC",59488.0,Bearford Solar II,NC,Pender,BEARF,Solar Photovoltaic,PV,,S,X,X,,,4.9, ,4.9,4.9, ,N, , ,OP,X,2.0,2018.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
59244,GEM Energy LLC,59489.0,Anthony Wayne Solar #1,OH,Lucas,AWS1,Solar Photovoltaic,PV,,J,X,X,,,1.7, ,1.7,1.2, ,N, , ,OP,X,6.0,2014.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,N, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
59860,Jett Creek,59490.0,Jett Creek Windfarm (Burnt River),OR,Baker,JCW,Onshore Wind Turbine,WT,,S,X,X,,,10.0, ,10,10,0.1,N, , ,OP,X,3.0,2017.0, , ,N,IPP Non-CHP,2.0,X,WND,,,,,,,,,,,,5,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
59861,Benson Creek,59491.0,Benson Creek Windfarm (Burnt River),OR,Baker,BCW,Onshore Wind Turbine,WT,,S,X,X,,,10.0, ,10,10,0.1,N, , ,OP,X,3.0,2017.0, , ,N,IPP Non-CHP,2.0,X,WND,,,,,,,,,,,,5,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
59862,Durbin Creek,59492.0,Durbin Creek Windfarm (Burnt River),OR,Baker,DCW,Onshore Wind Turbine,WT,,S,X,X,,,10.0, ,10,10,0.1,N, , ,OP,X,3.0,2017.0, , ,N,IPP Non-CHP,2.0,X,WND,,,,,,,,,,,,5,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
59863,Prospector,59493.0,Prospector Windfarm (Burnt River),OR,Baker,PW,Onshore Wind Turbine,WT,,S,X,X,,,10.0, ,10,10,0.1,N, , ,OP,X,3.0,2017.0, , ,N,IPP Non-CHP,2.0,X,WND,,,,,,,,,,,,5,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
59864,Willow Spring,59494.0,Willow Spring Windfarm (Burnt River),OR,Baker,WSW,Onshore Wind Turbine,WT,,S,X,X,,,10.0, ,10,10,0.1,N, , ,OP,X,3.0,2017.0, , ,N,IPP Non-CHP,2.0,X,WND,,,,,,,,,,,,5,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
61944,MN8 Energy LLC,59495.0,Antares-GRE 314 East Lyme LLC,CT,New London,GRE01,Solar Photovoltaic,PV,,S,X,X,,,4.0, ,4,4, ,N, , ,OP,X,6.0,2014.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
59251,Brigham Young Univ Idaho,59496.0,BYUI Central Energy Facility,ID,Madison,ST601,Natural Gas Fired Combustion Turbine,GT,,S,X,X,,,5.6,0.99,4.6,5.3,0.3,N, , ,OP,X,8.0,2015.0, , ,Y,Commercial CHP,5.0,T,NG,DFO,,,,,NG,,,,N,N, ,1H,,,,,,,, , , , , , , , ,,, , , ,, , ,Y,N,Y
61060,Cypress Creek Renewables,59497.0,Andrew Solar,NC,Craven,PV1,Solar Photovoltaic,PV,,S,X,X,,,5.0, ,5,5, ,N, , ,OP,X,12.0,2015.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
61060,Cypress Creek Renewables,59498.0,Tracy Solar,NC,Nash,PV1,Solar Photovoltaic,PV,,S,X,X,,,10.0, ,10,10, ,N, , ,OP,X,12.0,2015.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
61060,Cypress Creek Renewables,59499.0,Candace Solar,NC,Johnston,PV1,Solar Photovoltaic,PV,,S,X,X,,,5.0, ,5,5, ,N, , ,OP,X,8.0,2016.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
66042,"USF Surry, LLC",59500.0,Sarah Solar,NC,Franklin,SARAH,Solar Photovoltaic,PV,,S,X,X,,,5.0, ,5,5, ,N, , ,OP,X,7.0,2015.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
66042,"USF Surry, LLC",59501.0,Nitro Solar,NC,Johnston,NITRO,Solar Photovoltaic,PV,,S,X,X,,,5.0, ,5,5, ,N, , ,OP,X,7.0,2015.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,N, ,10M,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
61060,Cypress Creek Renewables,59502.0,Melinda Solar,NC,Vance,PV1,Solar Photovoltaic,PV,,S,X,X,,,5.0, ,5,5, ,N, , ,OP,X,8.0,2015.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
61060,Cypress Creek Renewables,59503.0,Jacob Solar,NC,Rockingham,PV1,Solar Photovoltaic,PV,,S,X,X,,,5.0, ,5,5, ,N, , ,OP,X,1.0,2016.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
61060,Cypress Creek Renewables,59504.0,Porter Solar,NC,Craven,PV1,Solar Photovoltaic,PV,,S,X,X,,,5.0, ,5,5, ,N, , ,OP,X,8.0,2015.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
61060,Cypress Creek Renewables,59505.0,Sun Devil Solar,NC,Warren,PV1,Solar Photovoltaic,PV,,S,X,X,,,5.0, ,5,5, ,N, , ,OP,X,12.0,2015.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
61060,Cypress Creek Renewables,59506.0,Quincy Solar,NC,Cumberland,PV1,Solar Photovoltaic,PV,,S,X,X,,,4.0, ,4,4, ,N, , ,OP,X,11.0,2015.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
61060,Cypress Creek Renewables,59507.0,Kenneth Solar,NC,Warren,PV1,Solar Photovoltaic,PV,,S,X,X,,,3.0, ,3,3, ,N, , ,OP,X,1.0,2016.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
61060,Cypress Creek Renewables,59508.0,Chei Solar,NC,Nash,PV1,Solar Photovoltaic,PV,,S,X,X,,,5.0, ,5,5, ,N, , ,OP,X,1.0,2016.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
61060,Cypress Creek Renewables,59509.0,Murdock Solar,NC,Johnston,PV1,Solar Photovoltaic,PV,,S,X,X,,,4.0, ,4,4, ,N, , ,OP,X,1.0,2016.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
61060,Cypress Creek Renewables,59510.0,Husky Solar,NC,Rockingham,PV1,Solar Photovoltaic,PV,,S,X,X,,,5.0, ,5,5, ,N, , ,OP,X,12.0,2016.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
61060,Cypress Creek Renewables,59511.0,Beetle Solar,NC,Cleveland,PV1,Solar Photovoltaic,PV,,S,X,X,,,4.0, ,4,4, ,N, , ,OP,X,12.0,2016.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
61060,Cypress Creek Renewables,59512.0,Happy Solar,NC,Johnston,PV1,Solar Photovoltaic,PV,,S,X,X,,,4.0, ,4,4, ,N, , ,OP,X,1.0,2016.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
59263,"Fresh Air Energy XVIII, LLC",59513.0,Meadows PV 1,NC,Martin,MEAD1,Solar Photovoltaic,PV,,S,X,X,,,20.0, ,20,20, ,N, , ,OP,X,6.0,2016.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
58970,"Ecoplexus, Inc",59514.0,Flat Meeks PV 1,NC,Martin,FLAT1,Solar Photovoltaic,PV,,W,X,X,,,5.0, ,5,5, ,N, , ,OP,X,10.0,2017.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
58970,"Ecoplexus, Inc",59515.0,Benthall Bridge PV 1,NC,Hertford,BENT1,Solar Photovoltaic,PV,,W,X,X,,,5.0, ,5,5, ,N, , ,OP,X,12.0,2016.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
58970,"Ecoplexus, Inc",59516.0,American Legion PV 1,NC,Halifax,AMLEG,Solar Photovoltaic,PV,,W,X,X,,,16.0, ,16,16, ,N, , ,OP,X,12.0,2017.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
58970,"Ecoplexus, Inc",59517.0,Baker PV 1,NC,Hertford,BAKE1,Solar Photovoltaic,PV,,W,X,X,,,5.0, ,5,5, ,N, , ,OP,X,12.0,2016.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
58970,"Ecoplexus, Inc",59518.0,Grandy PV 1,NC,Currituck,GRAND,Solar Photovoltaic,PV,,W,X,X,,,20.0, ,20,20, ,N, , ,OP,X,2.0,2020.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
58970,"Ecoplexus, Inc",59519.0,Old Catawba PV 1,NC,Catawba,OLDC,Solar Photovoltaic,PV,,W,X,X,,,3.5, ,3.5,3.5, ,N, , ,OP,X,12.0,2015.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
58970,"Ecoplexus, Inc",59520.0,Manning PV 1,NC,Alamance,MANN,Solar Photovoltaic,PV,,W,X,X,,,5.0, ,5,5, ,N, , ,OP,X,12.0,2018.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
58970,"Ecoplexus, Inc",59521.0,Little River PV 1,NC,Randolph,LTLRV,Solar Photovoltaic,PV,,W,X,X,,,5.0, ,5,5, ,N, , ,OP,X,12.0,2015.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
59257,"Giffen Solar Park, LLC",59522.0,Giffen Solar Park,CA,Fresno,FRGSP,Solar Photovoltaic,PV,,S,X,X,GIFFGEN_7_N002,GIFFGEN_7_N002,20.0, ,20,18, ,N, , ,OP,X,6.0,2017.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
59258,"Five Points Solar Park, LLC",59523.0,Five Points Solar Park,CA,Fresno,FRFSP,Solar Photovoltaic,PV,,S,X,X,SCHLNDLR_7__N003,SCHLNDLR_7__N003,60.0, ,60,50, ,N, , ,OP,X,9.0,2016.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,N,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,N,,
56769,Consolidated Edison Development Inc.,59524.0,Blackwell Solar Park,CA,Kern,FRBSP,Solar Photovoltaic,PV,,S,X,X,,,20.0, ,20,20, ,N, , ,OP,X,1.0,2019.0, , ,N,IPP Non-CHP,2.0,X,SUN,,,,,,,,,,,, ,,,,,,,,, , , , , , , , ,,, , , ,, , ,,,
