Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Energy Source 1,Energy Source 2,Multiple Fuels?,Cofire Fuels?,Cofire Energy Source 1,Cofire Energy Source 2,Cofire Energy Source 3,Cofire Energy Source 4,Cofire Energy Source 5,Cofire Energy Source 6,Switch Between Oil and Natural Gas?,Switch When Operating?,Net Summer Capacity with Natural Gas (MW),Net Winter Capacity with Natural Gas (MW),Net Summer Capacity with Oil (MW),Net Winter Capacity with Oil (MW),Time to Switch From Gas to Oil,Time to Switch From Oil to Gas,Factors that Limit Switching?,Storage Limits?,Air Permit Limits?,Other Limits?
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,2-1,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,41.9,35.1,44.9,1,1970,NG,KER,Y,N,,,,,,,Y,Y,35.6,46,35.6,46,1H,1H,Y,,Y,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,2-2,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,41.9,34.6,45.5,1,1970,NG,KER,Y,N,,,,,,,Y,Y,34.2,45.8,34.2,45.8,1H,1H,Y,,Y,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,2-3,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,41.9,35.8,45.9,1,1970,NG,KER,Y,N,,,,,,,Y,Y,36.9,47,36.9,47,1H,1H,Y,,Y,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,2-4,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,41.9,34.9,45.4,1,1970,NG,KER,Y,N,,,,,,,Y,Y,35.1,46.6,35.1,4.6,1H,1H,Y,,Y,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,3-1,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,41.9,34.8,45,1,1970,NG,KER,Y,N,,,,,,,Y,Y,34.6,44.5,34.6,44.5,1H,1H,Y,,Y,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,3-2,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,41.9,35.7,44.4,1,1970,NG,KER,Y,N,,,,,,,Y,Y,35.2,45.5,35.2,45.5,1H,1H,Y,,Y,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,3-3,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,41.9,35.6,45.2,1,1970,NG,KER,Y,N,,,,,,,Y,Y,34.9,45.2,34.9,45.2,1H,1H,Y,,Y,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,3-4,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,41.9,36.2,46.2,1,1970,NG,KER,Y,N,,,,,,,Y,Y,36.1,46.6,36.1,46.6,1H,1H,Y,,Y,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,4-1,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,41.9,32.9,44.3,1,1970,NG,KER,Y,N,,,,,,,Y,Y,31.9,44.8,31.9,44.8,1H,1H,Y,,Y,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,4-2,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,41.9,33.6,44.5,1,1970,NG,KER,Y,N,,,,,,,Y,Y,33.5,42.8,33.5,42.8,1H,1H,Y,,Y,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,4-3,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,41.9,33.7,45.3,1,1970,NG,KER,Y,N,,,,,,,Y,Y,34.1,44.6,34.1,44.6,1H,1H,Y,,Y,
13582,NRG Astoria Gas Turbine Operations Inc,55243,Astoria Gas Turbines,NY,Queens,4-4,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,41.9,33.5,44.3,1,1970,NG,KER,Y,N,,,,,,,Y,Y,33.3,44,33.3,44,1H,1H,Y,,Y,
61134,"Darby Power, LLC",55247,"Darby Power, LLC",OH,Pickaway,GT1,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,94.0,80,90,5,2001,NG,DFO,Y,N,,,,,,,Y,Y,80,90,80,90,1H,1H,Y,,Y,
61134,"Darby Power, LLC",55247,"Darby Power, LLC",OH,Pickaway,GT2,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,94.0,80,90,5,2001,NG,DFO,Y,N,,,,,,,Y,Y,80,90,80,90,1H,1H,Y,,Y,
61134,"Darby Power, LLC",55247,"Darby Power, LLC",OH,Pickaway,GT3,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,94.0,80,90,5,2001,NG,DFO,Y,N,,,,,,,Y,Y,80,90,80,90,1H,1H,Y,,Y,
61134,"Darby Power, LLC",55247,"Darby Power, LLC",OH,Pickaway,GT4,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,94.0,80,90,5,2001,NG,DFO,Y,N,,,,,,,Y,Y,80,90,80,90,1H,1H,Y,,Y,
61134,"Darby Power, LLC",55247,"Darby Power, LLC",OH,Pickaway,GT5,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,94.0,80,90,5,2002,NG,DFO,Y,N,,,,,,,Y,Y,80,90,80,90,1H,1H,Y,,Y,
61134,"Darby Power, LLC",55247,"Darby Power, LLC",OH,Pickaway,GT6,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,94.0,80,90,5,2002,NG,DFO,Y,N,,,,,,,Y,Y,80,90,80,90,1H,1H,Y,,Y,
17650,Southern Power Co,55267,Edward L. Addison Generating Plant,GA,Upson,712,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,175.3,148.5,177.3,6,2000,NG,DFO,Y,N,,,,,,,Y,Y,148.5,168.3,148.5,168.3,6H,6H,Y,,Y,
17650,Southern Power Co,55267,Edward L. Addison Generating Plant,GA,Upson,713,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,175.3,149,175.3,6,2000,NG,DFO,Y,N,,,,,,,Y,Y,149,168.9,149,168.9,6H,6H,Y,,Y,
17650,Southern Power Co,55267,Edward L. Addison Generating Plant,GA,Upson,714,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,175.3,148.5,174.7,6,2000,NG,DFO,Y,N,,,,,,,Y,Y,148.5,168.3,148.5,168.3,6H,6H,Y,,Y,
17650,Southern Power Co,55267,Edward L. Addison Generating Plant,GA,Upson,715,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,175.3,145.9,165.4,6,2000,NG,DFO,Y,N,,,,,,,Y,Y,145.7,165.1,145.7,165.1,6H,6H,Y,,Y,
31386,Tenaska Alabama Partners LP,55271,Tenaska Lindsay Hill Generating Station,AL,Autauga,GTG1,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,183.1,152,160,5,2002,NG,DFO,Y,N,,,,,,,Y,Y,152,160,152,160,6H,6H,Y,Y,,
31386,Tenaska Alabama Partners LP,55271,Tenaska Lindsay Hill Generating Station,AL,Autauga,GTG2,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,183.1,152,160,5,2002,NG,DFO,Y,N,,,,,,,Y,Y,152,160,152,160,6H,6H,Y,Y,,
31386,Tenaska Alabama Partners LP,55271,Tenaska Lindsay Hill Generating Station,AL,Autauga,GTG3,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,183.1,152,160,5,2002,NG,DFO,Y,N,,,,,,,Y,Y,152,160,152,160,6H,6H,Y,Y,,
61905,Oleander Holdings LLC ,55286,Oleander Power Project LP,FL,Brevard,OG1,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,198.9,163.8,180,6,2002,NG,DFO,Y,N,,,,,,,Y,Y,152,180,163.8,180,6H,6H,N,,,
61905,Oleander Holdings LLC ,55286,Oleander Power Project LP,FL,Brevard,OG2,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,198.9,163,180,6,2002,NG,DFO,Y,N,,,,,,,Y,Y,154,175,163,180,6H,6H,N,,,
61905,Oleander Holdings LLC ,55286,Oleander Power Project LP,FL,Brevard,OG3,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,198.9,163,180,7,2002,NG,DFO,Y,N,,,,,,,Y,Y,153,174,163,180,6H,6H,N,,,
61905,Oleander Holdings LLC ,55286,Oleander Power Project LP,FL,Brevard,OG4,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,198.9,163,180,8,2002,NG,DFO,Y,N,,,,,,,Y,Y,154,175,163,180,6H,6H,N,,,
61905,Oleander Holdings LLC ,55286,Oleander Power Project LP,FL,Brevard,OG5,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,198.8,163,180,12,2007,NG,DFO,Y,N,,,,,,,Y,Y,157,179,163,180,6H,6H,N,,,
3370,Channel Energy Center LLC,55299,Channel Energy Center LLC,TX,Harris,CTG1,OP,Natural Gas Fired Combined Cycle,CT,IPP CHP,3,215.0,185,210,7,2001,NG,OG,Y,Y,NG,OG,,,,,N,, , , , ,,,,,,
3370,Channel Energy Center LLC,55299,Channel Energy Center LLC,TX,Harris,CTG2,OP,Natural Gas Fired Combined Cycle,CT,IPP CHP,3,215.0,185,210,4,2002,NG,OG,Y,Y,NG,OG,,,,,N,, , , , ,,,,,,
3370,Channel Energy Center LLC,55299,Channel Energy Center LLC,TX,Harris,CTG3,OP,Natural Gas Fired Combined Cycle,CT,IPP CHP,3,208.8,183,189,6,2014,NG,OG,Y,Y,NG,OG,,,,,N,, , , , ,,,,,,
2671,Baconton Power LLC,55304,Baconton Power Plant,GA,Mitchell,CT1,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,60.5,49,49,6,2000,NG,DFO,Y,N,,,,,,,Y,Y,49,49,48.5,48.5,1H,1H,Y,Y,,
2671,Baconton Power LLC,55304,Baconton Power Plant,GA,Mitchell,CT4,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,60.5,49,49,7,2000,NG,DFO,Y,N,,,,,,,Y,Y,49,49,48.5,48.5,1H,1H,Y,Y,,
2671,Baconton Power LLC,55304,Baconton Power Plant,GA,Mitchell,CT5,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,60.5,49,49,7,2000,NG,DFO,Y,N,,,,,,,Y,Y,49,49,48.5,48.5,1H,1H,Y,Y,,
2671,Baconton Power LLC,55304,Baconton Power Plant,GA,Mitchell,CT6,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,60.5,49,49,8,2000,NG,DFO,Y,N,,,,,,,Y,Y,49,49,48.5,48.5,1H,1H,Y,Y,,
59368,"Calpine Fore River Energy Center, LLC",55317,Fore River Generating Station,MA,Norfolk,GT11,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,278.6,228.8,265.7,8,2003,NG,DFO,Y,N,,,,,,,Y,Y,228.8,265.7,0,230,6H,6H,Y,,Y,
59368,"Calpine Fore River Energy Center, LLC",55317,Fore River Generating Station,MA,Norfolk,GT12,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,278.6,228.1,264.9,8,2003,NG,DFO,Y,N,,,,,,,Y,Y,228.1,264.9,0,230,6H,6H,Y,,Y,
59368,"Calpine Fore River Energy Center, LLC",55317,Fore River Generating Station,MA,Norfolk,ST15,OP,Natural Gas Fired Combined Cycle,CA,IPP Non-CHP,2,315.0,269.1,312.4,8,2003,NG,DFO,Y,N,,,,,,,Y,Y,269.1,312.4,0,250,6H,6H,Y,,Y,
14610,Orlando Utilities Comm,55318,Indian River,FL,Brevard,1,OS,Natural Gas Steam Turbine,ST,Electric Utility,1,79.0,75.5,79,2,1960,NG,PG,Y,Y,NG,PG,,,,,N,, , , , ,,,,,,
14610,Orlando Utilities Comm,55318,Indian River,FL,Brevard,2,OS,Natural Gas Steam Turbine,ST,Electric Utility,1,213.0,181.3,186,12,1964,NG,PG,Y,Y,NG,PG,,,,,N,, , , , ,,,,,,
14610,Orlando Utilities Comm,55318,Indian River,FL,Brevard,3,OS,Natural Gas Steam Turbine,ST,Electric Utility,1,317.0,319.6,320,2,1974,NG,PG,Y,Y,NG,PG,,,,,N,, , , , ,,,,,,
924,"Associated Electric Coop, Inc",55340,Dell Power Station,AR,Mississippi,CTG1,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,199.3,143,165,8,2007,NG,DFO,Y,N,,,,,,,Y,N,150,165,148,165,24H,24H,N,,,
924,"Associated Electric Coop, Inc",55340,Dell Power Station,AR,Mississippi,CTG2,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,199.3,143,166,8,2007,NG,DFO,Y,N,,,,,,,Y,N,149,166,147,166,24H,24H,N,,,
56412,Armstrong Power LLC,55347,Armstrong,PA,Armstrong,1,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,172.0,168.4,208.9,5,2002,NG,DFO,Y,N,,,,,,,Y,Y,168.4,207.7,168.4,208.9,1H,1H,Y,Y,Y,
56412,Armstrong Power LLC,55347,Armstrong,PA,Armstrong,2,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,172.0,163.6,202.9,5,2002,NG,DFO,Y,N,,,,,,,Y,Y,163.6,201.8,163.6,202.9,1H,1H,Y,Y,Y,
56412,Armstrong Power LLC,55347,Armstrong,PA,Armstrong,3,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,172.0,169,209.6,5,2002,NG,DFO,Y,N,,,,,,,Y,Y,169,208.4,169,209.6,1H,1H,Y,Y,Y,
56412,Armstrong Power LLC,55347,Armstrong,PA,Armstrong,4,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,172.0,169.7,208.3,5,2002,NG,DFO,Y,N,,,,,,,Y,Y,167.9,206.5,167.9,208.3,1H,1H,Y,Y,Y,
56533,Troy Energy LLC,55348,Troy Energy LLC,OH,Wood,1,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,198.9,170.7,198.9,6,2002,NG,DFO,Y,N,,,,,,,Y,Y,157,196,176.9,198,1H,1H,Y,Y,Y,
56533,Troy Energy LLC,55348,Troy Energy LLC,OH,Wood,2,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,198.9,171.8,198.9,6,2002,NG,DFO,Y,N,,,,,,,Y,Y,157,196,174.2,198,1H,1H,Y,Y,Y,
56533,Troy Energy LLC,55348,Troy Energy LLC,OH,Wood,3,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,198.9,171,198.9,6,2002,NG,DFO,Y,N,,,,,,,Y,Y,157,196,174.2,198,1H,1H,Y,Y,Y,
56533,Troy Energy LLC,55348,Troy Energy LLC,OH,Wood,4,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,198.9,169.4,198.9,6,2002,NG,DFO,Y,N,,,,,,,Y,Y,157,196,176,198,1H,1H,Y,Y,Y,
55749,Pleasants Energy LLC,55349,Pleasants Energy LLC,WV,Pleasants,1,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,172.0,171.7,171.7,3,2002,NG,DFO,Y,N,,,,,,,Y,Y,171.7,177.7,171.7,171.7,1H,1H,Y,,Y,
55749,Pleasants Energy LLC,55349,Pleasants Energy LLC,WV,Pleasants,2,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,172.0,167.9,167.9,3,2002,NG,DFO,Y,N,,,,,,,Y,Y,167.9,167.9,167.9,167.9,1H,1H,Y,,Y,
22979,Astoria Energy LLC,55375,Astoria Energy,NY,Queens,CT1,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,170.0,165,189,5,2006,NG,DFO,Y,N,,,,,,,Y,N,165,189,165,189,1H,1H,Y,Y,Y,
22979,Astoria Energy LLC,55375,Astoria Energy,NY,Queens,CT2,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,170.0,165,189,5,2006,NG,DFO,Y,N,,,,,,,Y,N,165,189,165,189,1H,1H,Y,Y,Y,
17539,"Dominion Energy South Carolina, Inc",55386,Columbia Energy Center (SC),SC,Calhoun,CT2,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,197.0,151.5,180.1,5,2004,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,151.5,180.1,151.5,180.1,1H,1H,Y,Y,Y,
56085,Rockgen Energy LLC,55391,RockGen Energy Center,WI,Dane,01,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,187.0,163,163,6,2001,NG,DFO,Y,N,,,,,,,Y,Y,155,162,155,162,1H,1H,Y,,Y,
56085,Rockgen Energy LLC,55391,RockGen Energy Center,WI,Dane,02,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,187.0,163,163,6,2001,NG,DFO,Y,N,,,,,,,Y,Y,155,162,155,162,1H,1H,Y,,Y,
56085,Rockgen Energy LLC,55391,RockGen Energy Center,WI,Dane,03,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,187.0,163,163,6,2001,NG,DFO,Y,N,,,,,,,Y,Y,155,162,155,162,1H,1H,Y,,Y,
21191,Zion Energy LLC,55392,Zion Energy Center,IL,Lake,CTG1,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,198.9,152,181,6,2002,NG,DFO,Y,N,,,,,,,Y,Y,152,165,152,175,1H,1H,N,,,
21191,Zion Energy LLC,55392,Zion Energy Center,IL,Lake,CTG2,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,198.9,152,181,6,2002,NG,DFO,Y,N,,,,,,,Y,Y,152,165,152,175,1H,1H,N,,,
21191,Zion Energy LLC,55392,Zion Energy Center,IL,Lake,CTG3,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,198.9,152,181,6,2003,NG,DFO,Y,N,,,,,,,Y,Y,152,165,152,175,1H,1H,N,,,
34028,Calhoun Power Co LLC,55409,Calhoun Energy Center,AL,Calhoun,CAL1,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,187.0,158,188,1,2003,NG,DFO,Y,N,,,,,,,Y,Y,158,188,158,188,1H,1H,Y,Y,Y,
34028,Calhoun Power Co LLC,55409,Calhoun Energy Center,AL,Calhoun,CAL2,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,187.0,158,188,2,2003,NG,DFO,Y,N,,,,,,,Y,Y,158,188,158,188,1H,1H,Y,Y,Y,
34028,Calhoun Power Co LLC,55409,Calhoun Energy Center,AL,Calhoun,CAL3,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,187.0,158,188,3,2003,NG,DFO,Y,N,,,,,,,Y,Y,158,188,158,188,1H,1H,Y,Y,Y,
34028,Calhoun Power Co LLC,55409,Calhoun Energy Center,AL,Calhoun,CAL4,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,187.0,158,188,4,2003,NG,DFO,Y,N,,,,,,,Y,Y,158,188,158,188,1H,1H,Y,Y,Y,
40192,Shady Hills Power Co LLC,55414,Shady Hills Generating Station,FL,Pasco,G101,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,180.4,154.4,170.2,1,2002,NG,DFO,Y,N,,,,,,,Y,Y,154.4,170.2,154.4,170.2,6H,1H,Y,,Y,
40192,Shady Hills Power Co LLC,55414,Shady Hills Generating Station,FL,Pasco,G201,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,180.4,154.4,170.2,1,2002,NG,DFO,Y,N,,,,,,,Y,Y,154.4,170.2,154.4,170.2,6H,1H,Y,,Y,
40192,Shady Hills Power Co LLC,55414,Shady Hills Generating Station,FL,Pasco,G301,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,180.4,154.4,170.2,1,2002,NG,DFO,Y,N,,,,,,,Y,Y,154.4,170.2,154.4,170.2,6H,1H,Y,,Y,
39125,Vandolah Power Co LLC,55415,Vandolah Power Station,FL,Hardee,G101,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,182.0,165.5,175.5,6,2002,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,163.1,173.2,163.1,173.2,1H,1H,Y,,Y,
39125,Vandolah Power Co LLC,55415,Vandolah Power Station,FL,Hardee,G201,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,182.0,165.5,175.5,6,2002,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,163.1,173.2,163.1,173.2,1H,1H,Y,,Y,
39125,Vandolah Power Co LLC,55415,Vandolah Power Station,FL,Hardee,G301,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,182.0,165.5,175.5,6,2002,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,163.1,173.2,163.1,173.2,1H,1H,Y,,Y,
39125,Vandolah Power Co LLC,55415,Vandolah Power Station,FL,Hardee,G401,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,182.0,161.5,171.5,6,2002,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,161.5,171.5,161.5,171.5,1H,1H,Y,,Y,
5347,Dow Chemical Co,55419,Plaquemine Cogeneration Plant,LA,Iberville,G500,OP,Natural Gas Fired Combined Cycle,CT,Industrial CHP,7,198.0,151,186,3,2004,NG,OG,Y,Y,NG,OG,,,,,N,, , , , ,,,,,,
5347,Dow Chemical Co,55419,Plaquemine Cogeneration Plant,LA,Iberville,G600,OP,Natural Gas Fired Combined Cycle,CT,Industrial CHP,7,198.0,151,186,3,2004,NG,OG,Y,Y,NG,OG,,,,,N,, , , , ,,,,,,
5347,Dow Chemical Co,55419,Plaquemine Cogeneration Plant,LA,Iberville,G700,OP,Natural Gas Fired Combined Cycle,CT,Industrial CHP,7,198.0,151,186,3,2004,NG,OG,Y,Y,NG,OG,,,,,N,, , , , ,,,,,,
5347,Dow Chemical Co,55419,Plaquemine Cogeneration Plant,LA,Iberville,G800,OP,Natural Gas Fired Combined Cycle,CT,Industrial CHP,7,198.0,151,186,3,2004,NG,OG,Y,Y,NG,OG,,,,,N,, , , , ,,,,,,
55839,Domtar Paper Company LLC,55429,Kentucky Mills,KY,Hancock,01,OP,Wood/Wood Waste Biomass,ST,Industrial CHP,7,88.0,49,60,6,2001,BLQ,NG,Y,Y,BLQ,WDS,NG,SLW,,,N,, , , , ,,,,,,
195,Alabama Power Co,55440,Central Alabama Generating Station,AL,Autagua,CTG1,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,179.0,170.4,190.1,5,2003,NG,DFO,Y,N,,,,,,,Y,Y,170.4,190.1,170.4,190.1,6H,6H,N,,,
195,Alabama Power Co,55440,Central Alabama Generating Station,AL,Autagua,CTG2,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,179.0,175.8,189.1,5,2003,NG,DFO,Y,N,,,,,,,Y,Y,175.8,189.1,175.8,171.4,6H,6H,N,,,
195,Alabama Power Co,55440,Central Alabama Generating Station,AL,Autagua,CTG3,OP,Natural Gas Fired Combined Cycle,CT,Electric Utility,1,179.0,171.4,189.7,5,2003,NG,DFO,Y,N,,,,,,,Y,Y,171.4,189.7,171.4,189.7,6H,6H,N,,,
30151,"Tri-State G & T Assn, Inc",55504,Limon Generating Station,CO,Lincoln,L1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,77.1,67,75,2,2002,NG,DFO,Y,N,,,,,,,Y,Y,67,75,67,75,1H,1H,Y,Y,Y,
30151,"Tri-State G & T Assn, Inc",55504,Limon Generating Station,CO,Lincoln,L2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,77.1,67,75,2,2002,NG,DFO,Y,N,,,,,,,Y,Y,67,75,67,75,1H,1H,Y,Y,Y,
30151,"Tri-State G & T Assn, Inc",55505,Frank Knutson,CO,Adams,BR1,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,77.1,67,75,5,2002,NG,DFO,Y,N,,,,,,,Y,Y,67,75,67,75,1H,1H,Y,Y,Y,
30151,"Tri-State G & T Assn, Inc",55505,Frank Knutson,CO,Adams,BR2,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,77.1,67,75,5,2002,NG,DFO,Y,N,,,,,,,Y,Y,67,75,67,75,1H,1H,Y,Y,Y,
56608,Calpine Mid-Merit LLC,55524,York Energy Center,PA,York,CTG1,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,120.0,113,113,3,2011,NG,DFO,Y,N,,,,,,,Y,N,108,110,108,110,6H,6H,Y,,Y,
56608,Calpine Mid-Merit LLC,55524,York Energy Center,PA,York,CTG2,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,120.0,122,122,3,2011,NG,DFO,Y,N,,,,,,,Y,N,108,110,108,110,6H,6H,Y,,Y,
56608,Calpine Mid-Merit LLC,55524,York Energy Center,PA,York,CTG3,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,120.0,122,122,3,2011,NG,DFO,Y,N,,,,,,,Y,N,108,110,108,110,6H,6H,Y,,Y,
56608,Calpine Mid-Merit LLC,55524,York Energy Center,PA,York,CTG5,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,234.9,216.3,231,3,2019,NG,DFO,Y,N,,,,,,,Y,Y,211,227,211,227,1H,1H,Y,,Y,
56608,Calpine Mid-Merit LLC,55524,York Energy Center,PA,York,CTG6,OP,Natural Gas Fired Combined Cycle,CT,IPP Non-CHP,2,234.9,216.3,231,3,2019,NG,DFO,Y,N,,,,,,,Y,Y,211,227,211,227,1H,1H,Y,,Y,
56608,Calpine Mid-Merit LLC,55524,York Energy Center,PA,York,STG1,OP,Natural Gas Fired Combined Cycle,CA,IPP Non-CHP,2,200.0,188,188,3,2011,NG,DFO,Y,N,,,,,,,Y,N,188,188,188,188,6H,6H,Y,,Y,
56608,Calpine Mid-Merit LLC,55524,York Energy Center,PA,York,STG2,OP,Natural Gas Fired Combined Cycle,CA,IPP Non-CHP,2,419.6,395.1,396.9,3,2019,NG,DFO,Y,N,,,,,,,Y,Y,395.1,395.1,395.1,395.1,1H,1H,Y,,Y,
49981,Diamond Generating Corporation,55542,Larkspur Energy Facility,CA,San Diego,CTG1,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,49.9,45.6,45.6,7,2001,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,45.6,45.6,45.6,45.6,6H,1H,Y,,Y,
49981,Diamond Generating Corporation,55542,Larkspur Energy Facility,CA,San Diego,CTG2,OP,Natural Gas Fired Combustion Turbine,GT,IPP Non-CHP,2,49.9,46,46,7,2001,NG,DFO,Y,Y,NG,DFO,,,,,Y,Y,46,46,46,46,6H,1H,Y,,Y,
15466,Public Service Co of Colorado,55645,Blue Spruce Energy Center,CO,Adams,CT01,OP,Natural Gas Fired Combustion Turbine,GT,Electric Utility,1,198.9,130,144,5,2003,NG,DFO,Y,N,,,,,,,Y,Y,130,144,130,144,1H,1H,N,,,
