Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Technology,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Operating Month,Operating Year,Nameplate Energy Capacity (MWh),Maximum Charge Rate (MW),Maximum Discharge Rate (MW),Storage Technology 1,Storage Technology 2,Storage Technology 3,Storage Technology 4,Nameplate Reactive Power Rating,Storage Enclosure Type,Arbitrage,Frequency Regulation,Load Following,Ramping / Spinning Reserve,Co-Located Renewable Firming,Transmission and Distribution Deferral,System Peak Shaving,Load Management,Voltage or Reactive Power Support,Backup Power,Excess Wind and Solar Generation
63110,"Owlville Creek Solar 2, LLC",63340,"Owlville Creek Solar 2, LLC",NY,Madison,20660,OP,Batteries,BA,IPP Non-CHP,2,3.0,3.0,3.0,7,2022,12.8,3,3,LIB,,,,0,CS,,,,,,,,,,,Y
63111,"Owlville Creek Solar, LLC",63341,"Owlville Creek Solar, LLC",NY,Madison,20660,OP,Batteries,BA,IPP Non-CHP,2,3.0,3.0,3.0,7,2022,12.8,3,3,LIB,,,,0,CS,,,,,,,,,,,Y
63163,Kearsarge Amesbury LLC,63398,Kearsarge Amesbury Hybrid,MA,Essex,AMBAT,OP,Batteries,BA,IPP Non-CHP,2,1.6,1.6,1.6,12,2019,3.8,1.5,1.5,LIB,,,,1.6,CS,,,,,Y,,,,,,Y
61012,AES Distributed Energy,63415,"Middletown Solar 1, LLC Hybrid CSG",NY,Orange,BATT,OP,Batteries,BA,IPP Non-CHP,2,1.6,1.6,1.6,12,2020,6.6,1.6,1.6,LIB,,,,0.9,CS,,,,,,,Y,,,,Y
62856,"Forefront Power, LLC",63420,Fresno Bullard High School Hybrid,CA,Fresno,BA903,OP,Batteries,BA,IPP Non-CHP,2,0.4,0.4,0.4,3,2020,0.4,0.4,0.4,LIB,,,,0,CS,,,,,,,Y,,,,Y
62856,"Forefront Power, LLC",63421,Fresno Hoover High School Hybrid,CA,Fresno,BA291,OP,Batteries,BA,IPP Non-CHP,2,0.2,0.2,0.2,3,2020,0.2,0.2,0.2,LIB,,,,0,CS,,,,,,,Y,,,,Y
62856,"Forefront Power, LLC",63422,Fresno Sunnyside High School Hybrid,CA,Fresno,BA112,OP,Batteries,BA,IPP Non-CHP,2,0.3,0.3,0.3,12,2020,0.3,0.3,0.3,LIB,,,,0,CS,,,,,,,Y,,,,Y
63187,Rush Springs Energy Storage,63458,Rush Springs Energy Storage (BA),OK,Grady,RUSHE,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,3,2020,20,10,10,FLB,,,,10,CS,Y,,,,,,,,,,
61012,AES Distributed Energy,63468,Hurteau Solar Project Hybrid,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,1.3,1.3,1.3,3,2020,1.5,1.3,1.3,LIB,,,,0.9,CS,,,,,,,Y,,,,Y
61012,AES Distributed Energy,63469,Alicea Solar Project Hybrid CSG,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,1.5,1.5,1.5,12,2020,3,1.5,1.5,LIB,,,,0.9,CS,,,,,,,Y,,,,Y
61012,AES Distributed Energy,63470,McDougle-Mitchell Solar Project Hybrid CSG,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,2.9,2.9,2.9,8,2020,5.7,2.9,2.9,LIB,,,,0.9,CS,,,,,,,Y,,,,Y
61012,AES Distributed Energy,63472,Cycz Solar Project CSG Hybrid,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,1.3,1.3,1.3,6,2020,2.5,1.3,1.3,LIB,,,,0.9,CS,,,,,,,Y,,,,Y
61012,AES Distributed Energy,63473,West A&B Solar Project Hybrid CSG,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,1.8,1.8,1.8,12,2020,3.5,1.8,1.8,LIB,,,,0.9,CS,,,,,,,Y,,,,Y
61012,AES Distributed Energy,63474,Annese Solar Project Hybrid CSG,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,3.5,3.5,3.5,12,2020,6.7,3.5,3.5,LIB,,,,0.9,CS,,,,,,,Y,,,,Y
61012,AES Distributed Energy,63475,Randall Solar Project Hybrid,MA,Worcester,BATT,OP,Batteries,BA,IPP Non-CHP,2,3.3,3.3,3.3,7,2021,6,3.2,3.2,LIB,,,,0.9,CT,,,,,,,Y,,,,Y
63226,CalCom Energy,63486,D'Arrigo Brothers - Phase 4,CA,Monterey,DA04B,OP,Batteries,BA,IPP Non-CHP,2,0.5,0.5,0.5,7,2019,0.8,0.1,0.1,LIB,,,,0.1,CS,,,,,,,Y,,,,
60947,Tesla Inc.,63510,Walnut Unified School District Walnut HS Hybrid,CA,Los Angeles,ST1,OP,Batteries,BA,IPP Non-CHP,2,0.5,0.5,0.5,2,2020,0.5,0.1,0.1,LIB,,,,0.1,CS,,,,,,,,Y,,Y,Y
56215,"RWE Renewables Americas, LLC",63522,Hickory Park Solar Hybrid,GA,Mitchell,HPBAT,OP,Batteries,BA,IPP Non-CHP,2,40.0,40.0,40.0,6,2022,80,42,42,LIB,,,,240,OT,,,,,Y,,,,,,Y
63260,Cobb Electric Membership Corporation,63535,Solar BESS Hybrid,GA,Cobb,TEST,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,10,2020,4,1,1,LIB,,,,1,BL,,,,,,,Y,Y,,Y,
14154,Orange & Rockland Utils Inc,63585,NY3 Battery,NY,Rockland,NY3,OP,Batteries,BA,Electric Utility,1,3.0,3.0,3.0,12,2020,12,3,3,LIB,,,,3,CS,,,,,,,Y,Y,,N,
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63609,Allergan,CA,Orange,ALRGN,OP,Batteries,BA,Commercial Non-CHP,4,1.5,1.5,1.5,7,2019,9,1.5,1.5,LIB,,,,1.5,OT,Y,,,,,,,Y,,,
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63610,Baker,CA,Orange,BAKER,OP,Batteries,BA,Commercial Non-CHP,4,1.2,1.2,1.2,4,2019,6.3,1.2,1.2,LIB,,,,1.2,OT,Y,,,,,,Y,,,,
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63611,CSU Long Beach,CA,Los Angeles,CSULB,OP,Batteries,BA,Commercial Non-CHP,4,2.5,2.5,2.5,3,2017,15,2.5,2.5,LIB,,,,2.5,OT,Y,,,,,,Y,,,,
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63612,DATS,CA,Orange,DATS0,OP,Batteries,BA,Commercial Non-CHP,4,1.0,1.0,1.0,4,2017,6,1,1,LIB,,,,1,OT,Y,,,,,,Y,,,,
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63613,Downey,CA,Los Angeles,DOWNY,OP,Batteries,BA,Commercial Non-CHP,4,2.0,2.0,2.0,12,2019,13,2,2,LIB,,,,2,OT,Y,,,,,,Y,,,,
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63614,LAWRP,CA,Orange,LAWRP,OP,Batteries,BA,Commercial Non-CHP,4,1.0,1.0,1.0,4,2019,5,1,1,LIB,,,,1,OT,Y,,,,,,Y,,,,
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63615,Long Beach Convention Center,CA,Los Angeles,LBCON,OP,Batteries,BA,Commercial Non-CHP,4,1.5,1.5,1.5,4,2019,8.6,1.5,1.5,LIB,,,,1.5,OT,Y,,,,,,Y,,,,
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63616,OCSD,CA,Orange,OCSD1,OP,Batteries,BA,Commercial Non-CHP,4,4.9,4.9,4.9,8,2019,32.6,4.9,4.9,LIB,,,,4.9,OT,Y,,,,,,Y,,,,
63785,"Hybrid-Electric Building Technologies West Los Angeles 1, LLC",63617,SOCCD,CA,Orange,SOCCD,OP,Batteries,BA,Commercial Non-CHP,4,1.3,1.3,1.3,6,2019,7.2,1.3,1.3,LIB,,,,1.3,OT,Y,,,,,,Y,,,,
61012,AES Distributed Energy,63685,Luna Storage,CA,Los Angeles,LUNA,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,6,2022,400,100,100,LIB,,,,0.9,CT,,Y,,,,,,,,,N
63414,"Cool Springs Solar, LLC",63721,Cool Springs Solar (Hybrid),GA,Decatur,CSBAT,OP,Batteries,BA,IPP Non-CHP,2,40.0,40.0,40.0,12,2021,80,40,40,LIB,,,,72.4,CS,,,,,,,Y,,,,Y
60025,Greenbacker Renewable Energy Corporation,63722,Rawhide Prairie Solar Hybrid,CO,Larimer,BA1,OP,Batteries,BA,IPP Non-CHP,2,1.0,1.0,1.0,3,2021,2,1,1,LIB,,,,1,CS,,,,,,,,Y,,,Y
61944,MN8 Energy LLC,63727,Slate Hybrid,CA,Kings,SLB3C,OP,Batteries,BA,IPP Non-CHP,2,33.8,33.8,33.8,3,2022,135,33.8,33.8,LIB,,,,11.1,CS,,,,,Y,,,,,,Y
61944,MN8 Energy LLC,63727,Slate Hybrid,CA,Kings,SLBES,OP,Batteries,BA,IPP Non-CHP,2,50.0,50.0,50.0,4,2022,200,50,50,LIB,,,,16.4,CS,,,,,Y,,,,,,Y
61944,MN8 Energy LLC,63727,Slate Hybrid,CA,Kings,SLBPW,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,3,2022,40,10,10,LIB,,,,3.3,CS,,,,,Y,,,,,,Y
61944,MN8 Energy LLC,63727,Slate Hybrid,CA,Kings,SLBSV,OP,Batteries,BA,IPP Non-CHP,2,46.5,46.5,46.5,2,2022,186,46.5,46.5,LIB,,,,15.2,CS,,,,,Y,,,,,,Y
63420,"Taos Mesa Energy Facility, LLC",63728,Taos Mesa Energy Facility Hybrid,NM,Taos,BESS,OP,Batteries,BA,Electric Utility,1,12.0,12.0,12.0,11,2022,25,12,12,LIB,,,,5,CS,,,,,,,Y,Y,,,Y
63424,"Silverstrand Grid, LLC",63735,Silverstrand Grid Energy Storage System,CA,Ventura,SLV01,OP,Batteries,BA,IPP Non-CHP,2,11.0,11.0,11.0,4,2021,44,11,11,LIB,,,,3.6,CS,Y,Y,N,Y,,,,,,,
63430,"Chisholm Grid, LLC",63737,Chisholm Grid Energy Storage System,TX,Tarrant,CHS01,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,10,2021,125,100,100,LIB,,,,33,CS,Y,Y,,Y,,,,,,,
64541,CES Agawam Tuckahoe Solar LLC,63763,CES Agawam Tuckahoe Solar Hybrid,MA,Hampden,ATES,OP,Batteries,BA,IPP Non-CHP,2,2.6,2.6,2.6,12,2021,5.2,2.6,2.6,LIB,,,,0.1,CS,,,,,Y,,Y,,,,Y
59474,BQ Energy LLC,63774,Mount Kisco Landfill Solar & Storage CSG,NY,Westchester,KISCB,OP,Batteries,BA,IPP Non-CHP,2,0.7,0.5,0.5,12,2020,2.1,0.5,0.7,LIB,,,,0.5,CS,,,Y,,Y,N,,,,,Y
7140,Georgia Power Co,63775,Tech Square Microgrid,GA,Fulton,BESS1,OP,Batteries,BA,Electric Utility,1,0.2,0.2,0.2,10,2020,0.4,0.2,0.2,LIB,,,,0,BL,,,,,,,,,,Y,
63491,"Partridgeville Road Solar 1, LLC",63804,Partridgeville Hybrid CSG,MA,Worcester,PBESS,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,2.0,1,2020,3.9,2,2,LIB,,,,2,CS,,,,,N,,,,,,Y
63490,Williamsville Road LLC,63805,Williamsville Hybrid CSG,MA,Worcester,WBESS,OP,Batteries,BA,IPP Non-CHP,2,3.3,3.3,3.3,9,2021,6.7,3.3,3.3,LIB,,,,2.3,CS,,,,,,,,,,,Y
63512,"Gateway Energy Storage, LLC",63834,Gateway Energy Storage System,CA,San Diego,GTWAY,OP,Batteries,BA,IPP Non-CHP,2,250.0,250.0,250.0,7,2020,250,250,250,LIB,,,,69.6,BL,Y,,Y,Y,,,,,,,
63522,"Johanna Energy Center, LLC",63843,"Johanna Energy Center, LLC",CA,Orange,SASP1,OP,Batteries,BA,IPP Non-CHP,2,20.0,20.0,20.0,6,2021,20,20,20,LIB,,,,27.5,CT,,,,Y,Y,,,Y,,,
63550,"Ventura Energy Storage, LLC",63891,Saticoy,CA,Ventura,SATCY,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,4,2021,400,100,100,LIB,,,,70,CS,Y,Y,,Y,,,,,Y,,
63549,"Lily Solar, LLC",63892,Lily Solar Hybrid,TX,Kaufman,LILYB,OP,Batteries,BA,IPP Non-CHP,2,50.0,50.0,50.0,9,2021,76,50,50,LIB,,,,20,CS,,Y,,,,,,,Y,,Y
63571,"Azure Sky Solar Project, LLC",63905,Azure Sky Solar,TX,Haskell,ASKYB,OP,Batteries,BA,IPP Non-CHP,2,77.6,77.6,77.6,6,2022,77.6,77.6,77.6,LIB,,,,44.7,CS,,Y,N,,,,,,,,Y
63578,"Dodge Flat Solar, LLC",63913,Dodge Flat,NV,Washoe,DODGB,OP,Batteries,BA,IPP Non-CHP,2,50.0,50.0,50.0,3,2022,200,50,50,LIB,,,,16.4,CS,,,,,,,Y,,,,Y
61230,"Arevon Energy, Inc.",63930,Cal Flats BESS,CA,Monterey,CF60,OP,Batteries,BA,IPP Non-CHP,2,60.0,60.0,60.0,11,2021,242,60,60,LIB,,,,66.5,CS,Y,Y,,Y,Y,,,Y,Y,,N
64172,Arevon Asset Management,63943,Coso Battery Storage,CA,Inyo,61730,OP,Batteries,BA,IPP Non-CHP,2,60.0,60.0,60.0,4,2022,240,60,60,LIB,,,,20,CS,Y,Y,,,,,Y,,N,,
6455,"Duke Energy Florida, LLC",63995,Trenton,FL,Gilchrist,ES1,OP,Batteries,BA,Electric Utility,1,11.0,11.0,11.0,12,2021,10.1,11,11,LIB,,,,1.7,CS,,,,,,,Y,Y,,,
6455,"Duke Energy Florida, LLC",63996,Cape San Blas,FL,Gulf,ES1,OP,Batteries,BA,Electric Utility,1,5.5,5.5,5.5,8,2022,14.3,5.5,5.5,LIB,,,,0,CS,,,,,,Y,,,,,
6455,"Duke Energy Florida, LLC",63998,Jennings Energy Storage Facility,FL,Hamilton,ES1,OP,Batteries,BA,Electric Utility,1,5.5,5.5,5.5,8,2022,5.5,5.5,5.5,LIB,,,,0,CS,,,,,,Y,,,,,
6455,"Duke Energy Florida, LLC",63999,Micanopy Energy Storage Facility,FL,Alachua,ES1,OP,Batteries,BA,Electric Utility,1,8.3,8.3,8.3,10,2022,11.7,8.3,8.3,LIB,,,,0,CS,,,,,,Y,,,,,
61012,AES Distributed Energy,64000,Amaterasu LLC,MA,Worcester,BESS,OP,Batteries,BA,IPP Non-CHP,2,3.2,3.2,3.2,6,2021,6,3.2,3.2,LIB,,,,0.9,CT,,,,,,,Y,,,,Y
63707,OYA Blanchard Road LLC,64084,Blanchard Road 1 Community Solar,NY,Jefferson,BR1S,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,12,2019,15,3.8,3.8,LIB,,,,3.8,CS,,,,,,,,,,,Y
63708,OYA Blanchard Road 2 LLC,64087,Blanchard Road 2 Community Solar,NY,Jefferson,BR2S,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,12,2019,15,3.8,3.8,LIB,,,,3.8,CS,,,,,,,,,,,Y
63709,OYA NYS Rte 12 LLC,64090,NYS Rte 12 Community Solar,NY,Jefferson,NR12S,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,12,2019,15,3.8,3.8,LIB,,,,3.8,CS,,,,,,,,,,,Y
63711,OYA Great Lakes Seaway LLC,64092,Great Lakes Seaway Community Solar,NY,Jefferson,GLSS,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,12,2019,15,3.8,3.8,LIB,,,,3.8,CS,,,,,,,,,,,Y
63731,Desert Harvest II LLC,64103,Desert Harvest II LLC,CA,Riverside,DH003,OP,Batteries,BA,IPP Non-CHP,2,35.0,35.0,35.0,1,2021,140,35,35,LIB,,,,11.5,CS,Y,,,,,,,,,,N
63733,"Maverick Solar 6, LLC",64105,"Maverick Solar 6, LLC",CA,Riverside,MAV04,OP,Batteries,BA,IPP Non-CHP,2,50.0,50.0,50.0,6,2022,200,50,50,LIB,,,,16.5,CS,Y,,,,,,Y,,,,Y
64059,Ware Palmer Road Solar LLC,64128,Ware Palmer Road Solar LLC CSG,MA,Hampshire,WPRB,OP,Batteries,BA,IPP Non-CHP,2,2.0,2.0,2.0,6,2021,4.5,2,2,LIB,,,,1.1,CS,,,,,Y,,Y,N,,,Y
64058,East Brookfield Adams Road Solar LLC,64129,East Brookfield Adams Road Solar LLC CSG,MA,Worcester,EBARB,OP,Batteries,BA,IPP Non-CHP,2,3.1,2.8,2.8,6,2021,6.3,3,3,LIB,,,,1.1,CS,,,,,Y,,Y,,,,Y
61012,AES Distributed Energy,64140,"BWC Stony Brook, LLC Hybrid",MA,Middlesex,BESS,OP,Batteries,BA,IPP Non-CHP,2,0.7,0.7,0.7,7,2021,1.4,0.7,0.7,LIB,,,,0.9,CT,,,,,,,Y,,,,Y
61012,AES Distributed Energy,64147,ZPD-PT Solar Project 2017-038 Hybrid LLC,MA,Worcester,DRAES,OP,Batteries,BA,IPP Non-CHP,2,3.5,3.5,3.5,4,2021,6.7,3.5,3.5,LIB,,,,0.9,CT,,,,,,,Y,,,,Y
63772,"Fish Springs Ranch Solar, LLC",64148,Fish Springs,NV,Washoe,FISHB,OP,Batteries,BA,IPP Non-CHP,2,25.0,25.0,25.0,3,2022,100,25,25,LIB,,,,8.2,CS,,,,,,,Y,,,,Y
61012,AES Distributed Energy,64170,"BWC Muddy Brook, LLC Hybrid",MA,Worcester,MBES,OP,Batteries,BA,IPP Non-CHP,2,0.9,0.9,0.9,9,2021,1.8,0.9,0.9,LIB,,,,0.9,CT,,,,,,,Y,,,,Y
61012,AES Distributed Energy,64182,"BWC Lake Lashaway, LLC Hybrid",MA,Worcester,DRAES,OP,Batteries,BA,IPP Non-CHP,2,3.7,3.7,3.7,5,2021,9,3.7,3.7,LIB,,,,0.9,CT,,,,,,,Y,,,,Y
61012,AES Distributed Energy,64185,ZPD-PT Solar Project 2017-023 LLC Hybrid CSG,MA,Worcester,DRAES,OP,Batteries,BA,IPP Non-CHP,2,1.9,1.9,1.9,1,2021,3.5,1.9,1.9,LIB,,,,0.9,CT,,,,,,,Y,,,,Y
61012,AES Distributed Energy,64187,ZPD-PT Solar Project 2017-021 LLC Hybrid CSG,MA,Hampden,DRAES,OP,Batteries,BA,IPP Non-CHP,2,0.7,1.0,1.0,1,2021,2.5,0.7,0.7,LIB,,,,0.9,CT,,,,,,,Y,,,,Y
20160,Energy Northwest,64198,"Horn Rapids Solar, Storage and Training",WA,Benton,HRBE,OP,Batteries,BA,Electric Utility,1,1.0,1.0,1.0,12,2020,4,1,1,LIB,,,,2.4,CS,,,,,Y,,Y,,,,
15470,"Duke Energy Indiana, LLC",64207,Crane Battery Energy Storage System,IN,Martin,ES1,OP,Batteries,BA,Electric Utility,1,5.0,5.0,5.0,12,2020,5,5,5,LIB,,,,5,CS,,Y,,,,,,,,,
61514,"Agilitas Energy, LLC",64213,Auburn Solar Project,MA,Worcester,BEAUB,OP,Batteries,BA,IPP Non-CHP,2,3.8,3.8,3.8,5,2022,9.4,3.7,3.7,LIB,,,,3.7,CS,,,,,N,,,,,,Y
63842,"BCSB, LLC",64222,Burt County Solar Hybrid,NE,Burt,2,OP,Batteries,BA,IPP Non-CHP,2,0.7,0.7,0.7,6,2021,3,0.7,0.7,LIB,,,,0.8,CS,,,,,Y,,Y,,Y,,Y
63842,"BCSB, LLC",64223,Dodge County Solar Hybrid,NE,Dodge,2,OP,Batteries,BA,IPP Non-CHP,2,0.7,0.7,0.7,6,2021,3,0.7,0.7,LIB,,,,0.8,CS,,,,,Y,,Y,,Y,,Y
63873,Lincoln Medical and Mental Health Center,64291,Lincoln Medical and Mental Health Center,NY,Bronx,B1,OP,Batteries,BA,Commercial Non-CHP,4,1.0,1.0,1.0,6,1970,1,1,1,PBB,,,,0.8,BL,,,,,,,,,,Y,
63873,Lincoln Medical and Mental Health Center,64291,Lincoln Medical and Mental Health Center,NY,Bronx,B2,OP,Batteries,BA,Commercial Non-CHP,4,1.0,1.0,1.0,6,1970,1,1,1,PBB,,,,0.8,BL,,,,,,,,,,Y,
63873,Lincoln Medical and Mental Health Center,64291,Lincoln Medical and Mental Health Center,NY,Bronx,B3,OP,Batteries,BA,Commercial Non-CHP,4,1.0,1.0,1.0,1,1998,1,1,1,PBB,,,,0.8,BL,,,,,,,,,,Y,
63883,Broad Reach Power,64293,Alvin,TX,Brazoria,ALVIN,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,10,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64294,Odessa,TX,Ector,ODSA,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,10,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64295,Angleton,TX,Brazoria,ANGLE,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,11,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64296,Brazoria,TX,Brazoria,BRAZ,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,11,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64297,Heights,TX,Galveston,H8S,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,12,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64298,Magnolia TX,TX,Galveston,MANGO,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,12,2020,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64312,Bat Cave,TX,Mason,BC,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,10,2021,110,100,100,LIB,,,,103,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64314,Dickinson,TX,Galveston,DIKN,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,6,2021,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64315,Loop 463,TX,Victoria,LOOP,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,8,2021,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64316,Lopeno,TX,Zapata,LOPE,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2022,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64317,North Fork TX,TX,Williamson,NF,OP,Batteries,BA,IPP Non-CHP,2,100.0,100.0,100.0,10,2021,110,100,100,LIB,,,,103,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64318,Pueblo BA,TX,Maverick,PBL1,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2022,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64318,Pueblo BA,TX,Maverick,PBL2,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2022,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64319,Ranchtown,TX,Bexar,RANCH,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,10,2021,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64321,Sweeny,TX,Brazoria,SWNY,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,4,2021,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64322,Zapata,TX,Zapata,ZPT1,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2022,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63883,Broad Reach Power,64322,Zapata,TX,Zapata,ZPT2,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2022,9.9,9.9,9.9,LIB,,,,11,CS,Y,Y,,Y,,,,,,,
63991,"DG New York CS, LLC",64374,Norwich Solar and Energy Storage CSG,NY,Chenango,NRWCB,OP,Batteries,BA,IPP Non-CHP,2,5.0,5.0,5.0,9,2021,15,3,3,LIB,,,,2.6,CS,,,,,Y,,Y,,,,Y
9417,Interstate Power and Light Co,64375,Decorah Battery,IA,Winneshiek,BESS1,OP,Batteries,BA,Electric Utility,1,2.5,2.5,2.5,6,2021,2.9,2.5,2.5,LIB,,,,2.5,CS,,,,,,Y,,,Y,,Y
61012,AES Distributed Energy,64395,ZPD-PT Solar Project 2017-006 LLC Hybrid,MA,Worcester,DRAES,OP,Batteries,BA,IPP Non-CHP,2,2.5,4.0,4.0,7,2021,5,2.5,2.5,LIB,,,,0.9,CT,,,,,,,Y,,,,Y
63432,SkyHigh 2 Solar,64400,BYU - Hawaii,HI,Honolulu,BYESS,OP,Batteries,BA,Commercial Non-CHP,4,1.9,1.9,1.9,11,2021,1.9,1.9,1.9,LIB,,,,1.9,CS,Y,,,,,,Y,,,,Y
63289,Key Capture Energy,64423,TX7 Flat Top,TX,Reeves,TX7,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,5,2020,16.5,9.9,9.9,LIB,,,,9.9,CS,Y,Y,,Y,,,,,,,
63289,Key Capture Energy,64424,TX8 Worsham,TX,Pecos,TX8,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,2,2020,17.9,9.9,9.9,LIB,,,,9.9,CS,Y,Y,,Y,,,,,,,
63289,Key Capture Energy,64425,TX2 Port Lavaca,TX,Calhoun,TX2,OP,Batteries,BA,IPP Non-CHP,2,9.9,9.9,9.9,3,2020,11.9,9.9,9.9,LIB,,,,9.9,CS,,,,Y,,,,,,,
64002,Wilmot Energy Center LLC,64426,Wilmot Energy Center LLC,AZ,Pima,WILBA,OP,Batteries,BA,IPP Non-CHP,2,30.0,30.0,30.0,4,2021,60,30,30,LIB,,,,1,CS,,Y,,,,,Y,Y,,,Y
64069,"Breckenridge Street Solar 1, LLC",64432,Breckenridge Solar,MA,Hampden,BBA,OP,Batteries,BA,IPP Non-CHP,2,2.2,2.2,2.2,11,2020,4.7,2.2,2.2,LIB,,,,2.2,CS,,,,,,,,,,,Y
64073,"Wilmarth Lane Solar 1, LLC",64436,Wilmarth Solar,MA,Norfolk,WILB,OP,Batteries,BA,IPP Non-CHP,2,2.3,2.3,2.3,2,2020,4.6,2.3,2.3,LIB,,,,2.3,CS,,,,,,,,,,,Y
57365,Consolidated Edison Solutions Inc.,64442,Mt Pleasant Community Center,NY,Westchester,MPES,OP,Batteries,BA,IPP Non-CHP,2,0.7,0.7,0.7,11,2022,3,0.5,0.7,LIB,,,,0.5,CS,,,,,,,,,,,Y
17470,PUD 1 of Snohomish County,64446,Arlington Microgrid,WA,Snohomish,AMGB,OP,Batteries,BA,Electric Utility,1,1.0,1.0,1.0,10,2021,1.4,1,1,LIB,,,,1,CS,Y,,,,Y,,Y,,,Y,Y
64118,"Grissom Solar, LLC",64450,"Grissom Solar, LLC",NC,Halifax,GSF02,OP,Batteries,BA,IPP Non-CHP,2,10.0,10.0,10.0,5,2021,10,5,5,LIB,,,,4.4,CS,,,,,,,,Y,,,Y
